state, city, station,fromDate, AT, BP, PM10, PM2.5, RH, SR, Temp, Toluene, WD, WS, CO, Benzene,P-Xylene, NH3, NO, NO2, NOx, Ozone, SO2
Delhi,Delhi,site_301,17-Jan-2018 - 00:00,11.91,733.0,None,368.0,62.25,12.33,None,95.05,135.83,0.31,5.76,14.33,None,109.79,None,142.55,None,31.11,22.3
Delhi,Delhi,site_301,17-Jan-2018 - 01:00,11.67,733.0,None,520.0,64.33,12.58,None,97.08,65.58,0.3,2.51,12.24,None,104.48,None,102.99,441.2,27.5,10.73
Delhi,Delhi,site_301,17-Jan-2018 - 02:00,11.2,733.0,707.0,520.0,68.25,12.25,None,73.59,77.08,0.34,0.42,7.17,None,98.7,70.92,77.52,171.33,21.4,4.21
Delhi,Delhi,site_301,17-Jan-2018 - 03:00,11.55,733.0,498.0,520.0,71.17,12.42,None,33.89,68.92,0.3,0.3,5.17,None,92.37,17.25,58.81,66.37,19.24,1.12
Delhi,Delhi,site_301,17-Jan-2018 - 04:00,10.86,733.0,367.0,272.0,73.58,12.42,None,15.43,72.92,0.3,0.48,5.05,None,91.07,31.37,49.72,72.48,18.81,0.3
Delhi,Delhi,site_301,17-Jan-2018 - 05:00,10.44,733.0,384.0,272.0,75.0,12.33,None,14.02,144.33,0.31,0.96,5.59,None,96.25,88.99,59.52,184.18,17.59,0.84
Delhi,Delhi,site_301,17-Jan-2018 - 06:00,9.96,733.0,427.0,272.0,75.75,12.42,None,12.67,74.92,0.69,0.9,6.28,None,92.39,57.64,55.6,144.23,19.4,13.61
Delhi,Delhi,site_301,17-Jan-2018 - 07:00,8.67,733.0,399.0,272.0,77.33,47.58,None,21.83,66.92,1.48,0.59,5.85,None,88.59,56.43,54.16,135.86,21.48,17.35
Delhi,Delhi,site_301,17-Jan-2018 - 08:00,8.83,733.0,323.0,272.0,79.25,235.08,None,14.72,75.08,2.18,0.72,5.66,None,81.48,28.36,51.38,87.54,18.21,16.06
Delhi,Delhi,site_301,17-Jan-2018 - 09:00,10.49,733.0,356.0,272.0,79.08,426.67,None,15.99,100.08,1.57,1.5,6.32,None,81.85,40.21,63.46,115.12,15.7,16.88
Delhi,Delhi,site_301,17-Jan-2018 - 10:00,12.69,733.0,505.0,315.0,74.42,450.83,None,15.43,97.42,2.38,0.5,6.53,None,75.47,26.97,65.25,97.95,19.4,17.42
Delhi,Delhi,site_301,17-Jan-2018 - 11:00,15.0,733.0,467.0,342.0,64.33,453.58,None,14.15,94.58,2.6,0.56,6.53,None,81.01,17.09,73.27,90.27,21.48,20.75
Delhi,Delhi,site_301,17-Jan-2018 - 12:00,16.95,733.0,454.0,322.0,55.5,453.17,None,13.76,97.33,2.88,0.65,5.94,None,84.31,None,64.76,71.7,27.7,23.96
Delhi,Delhi,site_301,17-Jan-2018 - 13:00,18.55,733.0,417.0,322.0,49.67,445.5,None,12.54,99.33,2.85,0.61,5.53,None,85.46,None,60.67,66.29,30.88,25.21
Delhi,Delhi,site_301,17-Jan-2018 - 14:00,19.39,733.0,404.0,251.0,45.83,427.33,None,11.38,94.75,2.69,0.48,5.06,None,82.21,None,54.22,56.91,38.78,25.49
Delhi,Delhi,site_301,17-Jan-2018 - 15:00,19.94,733.0,379.0,217.0,44.45,417.0,None,11.17,98.03,2.12,0.43,4.57,None,79.24,None,58.3,59.93,40.11,25.37
Delhi,Delhi,site_301,17-Jan-2018 - 16:00,19.57,733.0,372.0,217.0,46.25,364.58,None,11.46,101.75,1.87,0.46,4.73,None,79.69,None,66.33,67.69,38.57,24.54
Delhi,Delhi,site_301,17-Jan-2018 - 17:00,18.28,733.0,372.0,217.0,50.5,113.08,None,13.44,81.42,0.93,0.58,4.91,None,82.03,19.7,85.19,91.52,27.01,22.84
Delhi,Delhi,site_301,17-Jan-2018 - 18:00,16.67,733.0,407.0,217.0,55.42,13.33,None,16.54,79.25,0.32,1.12,5.67,None,85.11,45.47,97.42,153.76,18.57,21.11
Delhi,Delhi,site_301,17-Jan-2018 - 19:00,16.03,733.0,465.0,217.0,62.33,12.25,None,19.26,72.83,0.42,1.79,8.5,None,87.79,51.87,89.92,155.88,17.98,20.91
Delhi,Delhi,site_301,17-Jan-2018 - 20:00,15.34,733.0,508.0,217.0,66.67,12.42,None,15.99,80.08,0.46,1.57,9.91,None,89.22,50.17,81.72,145.97,18.44,20.31
Delhi,Delhi,site_301,17-Jan-2018 - 21:00,14.85,733.0,478.0,217.0,68.75,12.5,None,23.99,79.92,0.47,1.41,7.96,None,87.7,40.02,76.06,126.42,18.98,19.88
Delhi,Delhi,site_301,17-Jan-2018 - 22:00,14.21,733.0,437.0,217.0,71.17,12.08,None,25.04,95.92,0.48,1.75,7.77,None,87.87,81.72,73.86,190.11,18.79,20.64
Karnataka,Bengaluru,site_162,17-Jan-2018 - 00:00,None,1013.6,None,51.62,67.72,4.52,None,0.0,61.82,1.13,0.25,0.0,None,None,1.39,5.67,3.05,107.6,2.39
Karnataka,Bengaluru,site_162,17-Jan-2018 - 01:00,None,1013.73,None,47.99,69.98,4.41,None,0.0,66.02,1.27,0.15,0.0,None,None,1.31,2.59,1.5,106.69,3.21
Karnataka,Bengaluru,site_162,17-Jan-2018 - 02:00,None,1012.77,None,42.95,73.78,4.15,None,0.0,67.48,0.91,0.12,0.0,None,None,1.5,2.92,1.8,105.62,3.43
Karnataka,Bengaluru,site_162,17-Jan-2018 - 03:00,None,1012.4,None,38.12,76.09,4.55,None,0.0,69.88,0.83,0.48,0.0,None,None,1.44,2.8,1.7,102.24,3.09
Karnataka,Bengaluru,site_162,17-Jan-2018 - 04:00,None,1012.38,None,34.98,78.13,5.02,None,0.0,74.9,0.8,0.45,0.0,None,None,1.23,3.39,1.83,100.23,2.33
Karnataka,Bengaluru,site_162,17-Jan-2018 - 05:00,None,1013.52,None,38.45,80.79,5.35,None,0.0,76.65,1.27,0.52,0.0,None,None,1.34,4.39,2.4,99.7,2.76
Karnataka,Bengaluru,site_162,17-Jan-2018 - 06:00,None,1012.05,None,42.37,84.16,7.0,None,0.0,111.68,0.76,0.55,0.0,None,None,1.74,16.48,8.59,90.24,3.38
Karnataka,Bengaluru,site_162,17-Jan-2018 - 07:00,None,1011.5,None,43.8,86.66,50.71,None,0.0,123.27,0.55,0.45,0.0,None,None,2.49,27.62,14.59,76.79,3.24
Karnataka,Bengaluru,site_162,17-Jan-2018 - 08:00,None,1012.45,None,48.91,81.89,128.84,None,0.0,67.14,0.79,0.5,0.02,None,None,6.99,36.99,22.51,72.68,1.8
Karnataka,Bengaluru,site_162,17-Jan-2018 - 09:00,None,1013.23,None,51.34,70.43,280.76,None,0.0,73.49,1.15,0.59,0.0,None,None,2.52,20.16,10.97,90.11,1.46
Karnataka,Bengaluru,site_162,17-Jan-2018 - 10:00,None,1013.4,None,55.64,52.19,550.38,None,0.0,70.51,1.11,0.38,0.0,None,None,2.15,14.51,7.93,105.41,2.94
Karnataka,Bengaluru,site_162,17-Jan-2018 - 11:00,None,1013.32,None,44.62,41.3,650.19,None,0.0,50.09,0.95,0.21,0.0,None,None,3.1,22.58,12.59,117.88,3.84
Karnataka,Bengaluru,site_162,17-Jan-2018 - 12:00,None,1012.65,None,41.0,35.01,640.92,None,0.0,54.56,0.63,0.34,0.0,None,None,2.57,28.05,14.86,112.61,5.13
Karnataka,Bengaluru,site_162,17-Jan-2018 - 13:00,None,1013.35,None,38.26,27.7,604.34,None,0.0,103.24,0.71,0.59,0.0,None,None,3.5,33.56,18.23,106.91,2.83
Karnataka,Bengaluru,site_162,17-Jan-2018 - 14:00,None,1012.4,None,36.4,25.57,331.8,None,0.0,107.0,0.42,1.3,0.0,None,None,4.17,34.62,19.26,106.21,2.71
Karnataka,Bengaluru,site_162,17-Jan-2018 - 15:00,None,1012.65,None,32.91,23.72,393.13,None,0.0,45.97,0.62,0.61,0.0,None,None,3.29,29.36,16.03,110.22,7.6
Karnataka,Bengaluru,site_162,17-Jan-2018 - 16:00,None,1011.65,None,22.05,21.09,199.39,None,0.0,265.63,0.24,0.52,0.0,None,None,5.24,61.88,33.35,88.89,7.48
Karnataka,Bengaluru,site_162,17-Jan-2018 - 17:00,None,1011.05,None,31.49,22.8,47.54,None,0.0,343.13,0.15,0.37,0.0,None,None,13.3,99.82,57.87,62.51,6.58
Karnataka,Bengaluru,site_162,17-Jan-2018 - 18:00,None,1010.55,None,38.79,27.62,2.84,None,0.0,275.99,0.05,1.26,0.0,None,None,55.59,147.12,112.5,26.55,5.37
Karnataka,Bengaluru,site_162,17-Jan-2018 - 19:00,None,1010.88,None,44.91,31.96,4.99,None,0.0,168.25,0.18,1.47,0.0,None,None,66.65,145.46,119.94,16.8,4.01
Karnataka,Bengaluru,site_162,17-Jan-2018 - 20:00,None,1012.73,None,57.49,38.58,5.01,None,0.0,64.93,0.91,0.66,0.0,None,None,10.08,62.59,37.31,43.55,4.08
Karnataka,Bengaluru,site_162,17-Jan-2018 - 21:00,None,1012.98,None,56.24,50.94,4.32,None,0.0,64.4,0.95,0.96,0.0,None,None,2.68,25.68,13.78,86.97,3.73
Karnataka,Bengaluru,site_162,17-Jan-2018 - 22:00,None,1013.18,None,53.15,53.75,4.46,None,0.0,50.15,0.92,1.76,0.0,None,None,2.54,28.75,15.17,89.43,1.22
Karnataka,Bengaluru,site_163,17-Jan-2018 - 00:00,None,1018.8,None,49.41,80.15,0.91,21.78,None,213.08,1.31,None,None,None,36.35,0.93,14.39,7.37,None,5.34
Karnataka,Bengaluru,site_163,17-Jan-2018 - 01:00,None,1019.4,None,40.78,82.8,0.91,21.42,None,213.2,1.06,None,None,None,36.06,0.73,14.6,7.24,None,6.49
Karnataka,Bengaluru,site_163,17-Jan-2018 - 02:00,None,1020.03,None,41.44,85.39,0.91,21.07,None,212.22,1.27,None,None,None,36.01,0.72,14.53,7.16,None,5.02
Karnataka,Bengaluru,site_163,17-Jan-2018 - 03:00,None,1020.22,None,42.87,64.71,0.91,20.78,None,158.7,0.92,None,None,None,26.85,0.56,10.69,7.07,None,3.69
Karnataka,Bengaluru,site_163,17-Jan-2018 - 04:00,None,1020.45,None,43.75,86.91,0.91,20.63,None,212.58,1.06,None,None,None,35.7,0.88,13.88,7.07,None,4.93
Karnataka,Bengaluru,site_163,17-Jan-2018 - 05:00,None,1020.55,None,36.31,87.17,0.91,20.48,None,210.77,1.34,None,None,None,35.5,0.69,14.12,6.87,None,4.34
Karnataka,Bengaluru,site_163,17-Jan-2018 - 06:00,None,1021.02,None,31.64,88.99,0.91,20.29,None,209.36,1.3,1.05,None,None,35.65,0.68,13.78,6.83,None,4.09
Karnataka,Bengaluru,site_163,17-Jan-2018 - 07:00,None,1021.7,None,44.25,91.51,6.64,20.11,None,209.38,1.35,1.07,None,None,36.2,0.73,13.92,6.9,None,4.27
Karnataka,Bengaluru,site_163,17-Jan-2018 - 08:00,None,1019.17,None,53.64,81.39,91.01,21.09,None,209.2,1.29,None,None,None,36.73,0.83,13.98,7.09,None,3.87
Karnataka,Bengaluru,site_163,17-Jan-2018 - 09:00,None,1016.62,None,50.58,71.54,258.18,22.33,None,206.9,1.49,1.18,None,None,37.66,0.96,14.33,7.38,None,3.6
Karnataka,Bengaluru,site_163,17-Jan-2018 - 10:00,None,1014.1,None,44.71,60.86,393.34,23.71,None,208.01,1.28,None,None,None,37.73,1.09,14.3,7.46,None,3.67
Karnataka,Bengaluru,site_163,17-Jan-2018 - 11:00,None,1012.52,None,44.69,54.4,471.37,25.13,None,210.43,0.76,1.04,None,None,35.57,1.84,12.38,7.2,None,3.54
Karnataka,Bengaluru,site_163,17-Jan-2018 - 12:00,None,1011.35,None,60.46,49.29,468.31,25.82,None,274.89,0.32,None,None,None,36.16,0.91,2.8,2.04,None,3.78
Karnataka,Bengaluru,site_163,17-Jan-2018 - 13:00,None,1010.78,None,37.29,46.55,347.78,26.11,None,330.22,0.12,None,None,None,36.48,0.55,2.79,1.77,None,3.88
Karnataka,Bengaluru,site_163,17-Jan-2018 - 14:00,None,757.25,None,42.33,21.1,283.56,20.35,None,1.19,0.1,None,None,None,18.47,0.43,1.32,2.03,None,0.25
Karnataka,Bengaluru,site_163,17-Jan-2018 - 15:00,None,1009.32,None,68.12,40.72,239.25,26.85,None,237.35,0.15,1.03,None,None,38.39,1.17,3.48,2.57,None,4.19
Karnataka,Bengaluru,site_163,17-Jan-2018 - 16:00,None,1009.25,None,74.24,40.14,124.8,26.81,None,345.24,0.07,1.05,None,None,55.61,8.13,10.19,10.98,None,5.0
Karnataka,Bengaluru,site_163,17-Jan-2018 - 17:00,None,1009.7,None,93.38,42.11,17.91,25.79,None,323.36,0.04,1.18,None,None,42.56,1.3,10.28,5.98,None,5.4
Karnataka,Bengaluru,site_163,17-Jan-2018 - 18:00,None,1010.85,None,126.37,46.58,0.91,24.24,None,327.81,None,1.22,None,None,39.3,0.64,9.11,4.92,None,4.43
Karnataka,Bengaluru,site_163,17-Jan-2018 - 19:00,None,1011.88,None,136.48,51.2,0.91,23.35,None,313.21,None,1.45,None,None,37.76,0.15,9.12,4.53,None,4.88
Karnataka,Bengaluru,site_163,17-Jan-2018 - 20:00,None,1012.18,None,119.33,52.25,0.91,22.85,None,311.2,0.01,1.28,None,None,36.82,0.1,8.84,4.37,None,5.61
Karnataka,Bengaluru,site_163,17-Jan-2018 - 21:00,None,1013.52,None,104.39,57.9,0.91,22.65,None,253.21,0.4,1.26,None,None,36.2,0.02,7.98,3.79,None,5.15
Karnataka,Bengaluru,site_163,17-Jan-2018 - 22:00,None,1016.0,None,90.24,68.4,0.91,22.17,None,225.81,0.89,1.06,None,None,35.91,None,6.52,2.98,None,4.4
Karnataka,Bengaluru,site_164,17-Jan-2018 - 00:00,19.72,1010.3,None,48.05,94.07,None,None,None,74.97,0.71,1.37,None,None,None,6.99,49.32,31.82,31.86,2.49
Karnataka,Bengaluru,site_164,17-Jan-2018 - 01:00,19.84,1010.3,None,33.47,94.06,None,None,None,72.25,0.71,1.55,None,None,None,9.51,50.15,34.28,31.41,2.97
Karnataka,Bengaluru,site_164,17-Jan-2018 - 02:00,19.58,1010.4,None,26.8,94.05,None,None,None,75.37,0.72,1.41,None,None,None,10.76,47.68,33.97,30.51,2.42
Karnataka,Bengaluru,site_164,17-Jan-2018 - 03:00,20.01,1010.3,None,24.64,94.05,None,None,None,92.15,0.72,1.42,None,None,None,11.99,52.13,37.32,21.2,2.61
Karnataka,Bengaluru,site_164,17-Jan-2018 - 04:00,19.3,1010.3,None,23.66,94.05,None,None,None,85.24,0.71,1.56,None,None,None,15.57,65.27,47.17,16.79,2.75
Karnataka,Bengaluru,site_164,17-Jan-2018 - 05:00,19.97,1010.3,None,29.56,94.05,None,None,None,90.71,0.7,1.47,None,None,None,19.76,75.47,55.95,11.46,2.78
Karnataka,Bengaluru,site_164,17-Jan-2018 - 06:00,19.73,1010.3,None,39.06,94.05,None,None,None,95.44,0.66,1.46,None,None,None,21.36,74.21,56.56,15.88,2.94
Karnataka,Bengaluru,site_164,17-Jan-2018 - 07:00,19.17,1010.3,None,29.03,94.05,None,None,None,75.95,0.72,1.55,None,None,None,22.21,74.83,57.57,10.98,2.6
Karnataka,Bengaluru,site_164,17-Jan-2018 - 08:00,19.57,1010.3,None,24.29,94.05,None,None,None,100.55,0.64,1.61,None,None,None,15.1,63.88,46.05,12.67,2.22
Karnataka,Bengaluru,site_164,17-Jan-2018 - 09:00,20.2,1010.4,None,22.95,94.08,None,None,None,102.86,0.57,1.23,None,None,None,15.68,59.61,44.26,26.59,2.35
Karnataka,Bengaluru,site_164,17-Jan-2018 - 10:00,21.18,1010.65,None,27.06,91.61,None,None,None,66.0,0.62,1.35,None,None,None,14.54,56.74,41.81,44.4,2.12
Karnataka,Bengaluru,site_164,17-Jan-2018 - 11:00,22.09,1011.2,None,33.79,60.94,None,None,None,69.05,0.64,1.41,None,None,None,14.73,54.8,40.93,63.01,2.01
Karnataka,Bengaluru,site_164,17-Jan-2018 - 12:00,23.24,1013.48,None,26.41,39.26,None,None,None,49.84,0.71,1.37,None,None,None,14.74,56.63,41.91,76.04,2.22
Karnataka,Bengaluru,site_164,17-Jan-2018 - 13:00,23.53,1012.2,None,22.7,30.57,None,None,None,27.5,0.64,1.5,None,None,None,4.49,41.29,25.55,86.66,2.1
Karnataka,Bengaluru,site_164,17-Jan-2018 - 14:00,23.53,1012.85,None,20.85,30.08,None,None,None,33.38,0.71,1.44,None,None,None,2.41,32.71,19.33,87.25,2.0
Karnataka,Bengaluru,site_164,17-Jan-2018 - 15:00,23.53,1011.3,None,21.24,25.38,None,None,None,36.24,0.56,1.43,None,None,None,4.25,37.12,23.15,90.19,2.1
Karnataka,Bengaluru,site_164,17-Jan-2018 - 16:00,23.69,1013.15,None,32.95,21.99,None,None,None,34.75,0.68,1.62,None,None,None,4.67,47.43,28.96,83.52,2.0
Karnataka,Bengaluru,site_164,17-Jan-2018 - 17:00,23.49,1012.88,None,49.57,22.57,None,None,None,42.51,0.77,1.57,None,None,None,6.83,75.25,45.49,62.99,1.99
Karnataka,Bengaluru,site_164,17-Jan-2018 - 18:00,22.8,1011.15,None,36.17,26.09,None,None,None,38.48,0.74,1.67,None,None,None,11.3,108.95,66.99,29.12,2.17
Karnataka,Bengaluru,site_164,17-Jan-2018 - 19:00,21.92,1010.9,None,29.39,32.22,None,None,None,59.8,0.72,1.45,None,None,None,15.67,116.64,74.57,17.16,2.35
Karnataka,Bengaluru,site_164,17-Jan-2018 - 20:00,21.15,1010.58,None,25.61,42.48,None,None,None,76.71,0.72,1.04,None,None,None,15.64,103.45,67.54,21.9,2.67
Karnataka,Bengaluru,site_164,17-Jan-2018 - 21:00,20.69,1010.53,None,31.71,56.71,None,None,None,67.02,0.72,1.6,None,None,None,11.23,83.18,53.23,33.67,2.27
Karnataka,Bengaluru,site_164,17-Jan-2018 - 22:00,20.49,1010.93,None,43.99,61.22,None,None,None,65.93,0.73,1.44,None,None,None,10.59,70.87,46.16,45.24,2.14
Karnataka,Bengaluru,site_165,17-Jan-2018 - 00:00,None,None,113.93,None,None,None,None,None,None,None,1.16,None,None,None,2.02,18.93,10.74,None,5.0
Karnataka,Bengaluru,site_165,17-Jan-2018 - 01:00,None,None,91.02,None,None,None,None,None,None,None,0.88,None,None,None,1.03,13.3,7.26,None,5.16
Karnataka,Bengaluru,site_165,17-Jan-2018 - 02:00,None,None,55.31,None,None,None,None,None,None,None,1.05,None,None,None,0.85,11.51,6.25,None,5.17
Karnataka,Bengaluru,site_165,17-Jan-2018 - 03:00,None,None,56.87,None,None,None,None,None,None,None,0.83,None,None,None,1.89,16.09,9.26,None,4.16
Karnataka,Bengaluru,site_165,17-Jan-2018 - 04:00,None,None,101.63,None,None,None,None,None,None,None,0.82,None,None,None,4.29,22.48,14.16,None,4.2
Karnataka,Bengaluru,site_165,17-Jan-2018 - 05:00,None,None,185.35,None,None,None,None,None,None,None,1.02,None,None,None,7.06,31.3,20.53,None,5.35
Karnataka,Bengaluru,site_165,17-Jan-2018 - 06:00,None,None,182.73,None,None,None,None,None,None,None,1.0,None,None,None,10.5,37.44,26.1,None,4.65
Karnataka,Bengaluru,site_165,17-Jan-2018 - 07:00,None,None,202.15,None,None,None,None,None,None,None,1.19,None,None,None,13.88,44.59,32.11,None,5.48
Karnataka,Bengaluru,site_165,17-Jan-2018 - 08:00,None,None,213.02,None,None,None,None,None,None,None,0.89,None,None,None,11.5,43.85,29.97,None,6.2
Karnataka,Bengaluru,site_165,17-Jan-2018 - 09:00,None,None,172.23,None,None,None,None,None,None,None,0.74,None,None,None,7.4,35.92,23.05,None,5.99
Karnataka,Bengaluru,site_165,17-Jan-2018 - 10:00,None,None,177.43,None,None,None,None,None,None,None,0.99,None,None,None,7.87,39.49,25.14,None,5.34
Karnataka,Bengaluru,site_165,17-Jan-2018 - 11:00,None,None,154.2,None,None,None,None,None,None,None,1.41,None,None,None,6.11,39.47,23.81,None,6.26
Karnataka,Bengaluru,site_165,17-Jan-2018 - 12:00,None,None,133.93,None,None,None,None,None,None,None,0.65,None,None,None,5.33,38.44,22.73,None,5.5
Karnataka,Bengaluru,site_165,17-Jan-2018 - 13:00,None,None,110.71,None,None,None,None,None,None,None,1.56,None,None,None,3.94,31.12,18.12,None,4.23
Karnataka,Bengaluru,site_165,17-Jan-2018 - 14:00,None,None,108.64,None,None,None,None,None,None,None,1.18,None,None,None,4.59,32.36,19.21,None,3.84
Karnataka,Bengaluru,site_165,17-Jan-2018 - 15:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Karnataka,Bengaluru,site_165,17-Jan-2018 - 16:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Karnataka,Bengaluru,site_165,17-Jan-2018 - 17:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Karnataka,Bengaluru,site_165,17-Jan-2018 - 18:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Karnataka,Bengaluru,site_165,17-Jan-2018 - 19:00,None,None,287.54,None,None,None,None,None,None,None,2.0,None,None,None,34.31,98.05,73.43,None,6.79
Karnataka,Bengaluru,site_165,17-Jan-2018 - 20:00,None,None,232.18,None,None,None,None,None,None,None,0.92,None,None,None,31.67,91.42,68.23,None,None
Karnataka,Bengaluru,site_165,17-Jan-2018 - 21:00,None,None,236.6,None,None,None,None,None,None,None,1.18,None,None,None,17.57,65.04,44.84,None,None
